time,well,OD600,date,label,strain,vector,media
0,A1,0.086,04182026,NB,NB,None,CDM20
0,A2,0.11,04182026,Parent,Parent,None,CDM20
0,A3,0.112,04182026,Parent_EV,Parent,EV,CDM20
0,A4,0.112,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
0,A5,0.111,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
0,A6,0.114,04182026,Parent_alr1,Parent,alr1,CDM20
0,A7,0.113,04182026,dat::Tn,dat::Tn,None,CDM20
0,A8,0.11,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
0,A9,0.11,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
0,A10,0.112,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
0,A11,0.118,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
0,A12,0.111,04182026,Δalr1,Δalr1,None,CDM20
0,B1,0.086,04182026,NB,NB,None,CDM20
0,B2,0.11,04182026,Parent,Parent,None,CDM20
0,B3,0.114,04182026,Parent_EV,Parent,EV,CDM20
0,B4,0.113,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
0,B5,0.112,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
0,B6,0.108,04182026,Parent_alr1,Parent,alr1,CDM20
0,B7,0.113,04182026,dat::Tn,dat::Tn,None,CDM20
0,B8,0.111,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
0,B9,0.112,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
0,B10,0.113,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
0,B11,0.111,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
0,B12,0.113,04182026,Δalr1,Δalr1,None,CDM20
0,C1,0.114,04182026,Δalr1_EV,Δalr1,EV,CDM20
0,C2,0.11,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
0,C3,0.092,04182026,NB,NB,None,TSB
0,C4,0.133,04182026,Parent,Parent,None,TSB
0,C5,0.13,04182026,Parent_EV,Parent,EV,TSB
0,C6,0.128,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
0,C7,0.133,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
0,C8,0.13,04182026,Parent_alr1,Parent,alr1,TSB
0,C9,0.13,04182026,dat::Tn,dat::Tn,None,TSB
0,C10,0.133,04182026,dat::Tn_EV,dat::Tn,EV,TSB
0,C11,0.128,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
0,C12,0.123,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
0,D1,0.114,04182026,Δalr1_EV,Δalr1,EV,CDM20
0,D2,0.113,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
0,D3,0.092,04182026,NB,NB,None,TSB
0,D4,0.133,04182026,Parent,Parent,None,TSB
0,D5,0.133,04182026,Parent_EV,Parent,EV,TSB
0,D6,0.13,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
0,D7,0.129,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
0,D8,0.126,04182026,Parent_alr1,Parent,alr1,TSB
0,D9,0.134,04182026,dat::Tn,dat::Tn,None,TSB
0,D10,0.129,04182026,dat::Tn_EV,dat::Tn,EV,TSB
0,D11,0.121,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
0,D12,0.121,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
0,E1,0.112,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
0,E2,0.11,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
0,E3,0.131,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
0,E4,0.128,04182026,Δalr1,Δalr1,None,TSB
0,E5,0.13,04182026,Δalr1_EV,Δalr1,EV,TSB
0,E6,0.127,04182026,Δalr1_alr1,Δalr1,alr1,TSB
0,F1,0.113,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
0,F2,0.11,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
0,F3,0.129,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
0,F4,0.129,04182026,Δalr1,Δalr1,None,TSB
0,F5,0.13,04182026,Δalr1_EV,Δalr1,EV,TSB
0,F6,0.126,04182026,Δalr1_alr1,Δalr1,alr1,TSB
0,G1,0.086,04182026,NB,NB,None,CDM19 - ala
0,G2,0.11,04182026,Parent,Parent,None,CDM19 - ala
0,G3,0.11,04182026,Parent_EV,Parent,EV,CDM19 - ala
0,G4,0.111,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
0,G5,0.111,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
0,G6,0.112,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
0,G7,0.111,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
0,G8,0.11,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
0,G9,0.106,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
0,G10,0.111,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
0,G11,0.109,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
0,G12,0.108,04182026,Δalr1,Δalr1,None,CDM19 - ala
0,H1,0.087,04182026,NB,NB,None,CDM19 - ala
0,H2,0.112,04182026,Parent,Parent,None,CDM19 - ala
0,H3,0.113,04182026,Parent_EV,Parent,EV,CDM19 - ala
0,H4,0.112,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
0,H5,0.111,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
0,H6,0.122,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
0,H7,0.11,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
0,H8,0.108,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
0,H9,0.107,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
0,H10,0.106,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
0,H11,0.108,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
0,H12,0.11,04182026,Δalr1,Δalr1,None,CDM19 - ala
1,A1,0.086,04182026,NB,NB,None,CDM20
1,A2,0.117,04182026,Parent,Parent,None,CDM20
1,A3,0.119,04182026,Parent_EV,Parent,EV,CDM20
1,A4,0.118,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
1,A5,0.118,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
1,A6,0.12,04182026,Parent_alr1,Parent,alr1,CDM20
1,A7,0.121,04182026,dat::Tn,dat::Tn,None,CDM20
1,A8,0.118,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
1,A9,0.116,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
1,A10,0.118,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
1,A11,0.117,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
1,A12,0.117,04182026,Δalr1,Δalr1,None,CDM20
1,B1,0.087,04182026,NB,NB,None,CDM20
1,B2,0.116,04182026,Parent,Parent,None,CDM20
1,B3,0.12,04182026,Parent_EV,Parent,EV,CDM20
1,B4,0.12,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
1,B5,0.118,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
1,B6,0.115,04182026,Parent_alr1,Parent,alr1,CDM20
1,B7,0.121,04182026,dat::Tn,dat::Tn,None,CDM20
1,B8,0.118,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
1,B9,0.118,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
1,B10,0.119,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
1,B11,0.117,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
1,B12,0.118,04182026,Δalr1,Δalr1,None,CDM20
1,C1,0.12,04182026,Δalr1_EV,Δalr1,EV,CDM20
1,C2,0.117,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
1,C3,0.091,04182026,NB,NB,None,TSB
1,C4,0.201,04182026,Parent,Parent,None,TSB
1,C5,0.196,04182026,Parent_EV,Parent,EV,TSB
1,C6,0.19,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
1,C7,0.211,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
1,C8,0.196,04182026,Parent_alr1,Parent,alr1,TSB
1,C9,0.203,04182026,dat::Tn,dat::Tn,None,TSB
1,C10,0.206,04182026,dat::Tn_EV,dat::Tn,EV,TSB
1,C11,0.178,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
1,C12,0.157,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
1,D1,0.121,04182026,Δalr1_EV,Δalr1,EV,CDM20
1,D2,0.119,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
1,D3,0.092,04182026,NB,NB,None,TSB
1,D4,0.209,04182026,Parent,Parent,None,TSB
1,D5,0.202,04182026,Parent_EV,Parent,EV,TSB
1,D6,0.199,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
1,D7,0.208,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
1,D8,0.195,04182026,Parent_alr1,Parent,alr1,TSB
1,D9,0.206,04182026,dat::Tn,dat::Tn,None,TSB
1,D10,0.204,04182026,dat::Tn_EV,dat::Tn,EV,TSB
1,D11,0.164,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
1,D12,0.155,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
1,E1,0.114,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
1,E2,0.113,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
1,E3,0.188,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
1,E4,0.182,04182026,Δalr1,Δalr1,None,TSB
1,E5,0.195,04182026,Δalr1_EV,Δalr1,EV,TSB
1,E6,0.195,04182026,Δalr1_alr1,Δalr1,alr1,TSB
1,F1,0.116,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
1,F2,0.113,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
1,F3,0.198,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
1,F4,0.189,04182026,Δalr1,Δalr1,None,TSB
1,F5,0.204,04182026,Δalr1_EV,Δalr1,EV,TSB
1,F6,0.181,04182026,Δalr1_alr1,Δalr1,alr1,TSB
1,G1,0.086,04182026,NB,NB,None,CDM19 - ala
1,G2,0.113,04182026,Parent,Parent,None,CDM19 - ala
1,G3,0.113,04182026,Parent_EV,Parent,EV,CDM19 - ala
1,G4,0.115,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
1,G5,0.114,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
1,G6,0.115,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
1,G7,0.114,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
1,G8,0.113,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
1,G9,0.108,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
1,G10,0.116,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
1,G11,0.112,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
1,G12,0.112,04182026,Δalr1,Δalr1,None,CDM19 - ala
1,H1,0.087,04182026,NB,NB,None,CDM19 - ala
1,H2,0.115,04182026,Parent,Parent,None,CDM19 - ala
1,H3,0.116,04182026,Parent_EV,Parent,EV,CDM19 - ala
1,H4,0.115,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
1,H5,0.117,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
1,H6,0.117,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
1,H7,0.113,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
1,H8,0.111,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
1,H9,0.11,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
1,H10,0.11,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
1,H11,0.112,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
1,H12,0.115,04182026,Δalr1,Δalr1,None,CDM19 - ala
2,A1,0.087,04182026,NB,NB,None,CDM20
2,A2,0.128,04182026,Parent,Parent,None,CDM20
2,A3,0.131,04182026,Parent_EV,Parent,EV,CDM20
2,A4,0.13,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
2,A5,0.132,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
2,A6,0.133,04182026,Parent_alr1,Parent,alr1,CDM20
2,A7,0.136,04182026,dat::Tn,dat::Tn,None,CDM20
2,A8,0.131,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
2,A9,0.126,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
2,A10,0.126,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
2,A11,0.128,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
2,A12,0.125,04182026,Δalr1,Δalr1,None,CDM20
2,B1,0.087,04182026,NB,NB,None,CDM20
2,B2,0.128,04182026,Parent,Parent,None,CDM20
2,B3,0.132,04182026,Parent_EV,Parent,EV,CDM20
2,B4,0.132,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
2,B5,0.131,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
2,B6,0.124,04182026,Parent_alr1,Parent,alr1,CDM20
2,B7,0.135,04182026,dat::Tn,dat::Tn,None,CDM20
2,B8,0.129,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
2,B9,0.128,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
2,B10,0.127,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
2,B11,0.128,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
2,B12,0.122,04182026,Δalr1,Δalr1,None,CDM20
2,C1,0.133,04182026,Δalr1_EV,Δalr1,EV,CDM20
2,C2,0.128,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
2,C3,0.092,04182026,NB,NB,None,TSB
2,C4,0.361,04182026,Parent,Parent,None,TSB
2,C5,0.356,04182026,Parent_EV,Parent,EV,TSB
2,C6,0.35,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
2,C7,0.388,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
2,C8,0.369,04182026,Parent_alr1,Parent,alr1,TSB
2,C9,0.383,04182026,dat::Tn,dat::Tn,None,TSB
2,C10,0.37,04182026,dat::Tn_EV,dat::Tn,EV,TSB
2,C11,0.335,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
2,C12,0.299,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
2,D1,0.133,04182026,Δalr1_EV,Δalr1,EV,CDM20
2,D2,0.13,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
2,D3,0.092,04182026,NB,NB,None,TSB
2,D4,0.38,04182026,Parent,Parent,None,TSB
2,D5,0.371,04182026,Parent_EV,Parent,EV,TSB
2,D6,0.37,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
2,D7,0.388,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
2,D8,0.373,04182026,Parent_alr1,Parent,alr1,TSB
2,D9,0.398,04182026,dat::Tn,dat::Tn,None,TSB
2,D10,0.375,04182026,dat::Tn_EV,dat::Tn,EV,TSB
2,D11,0.318,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
2,D12,0.294,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
2,E1,0.118,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
2,E2,0.115,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
2,E3,0.35,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
2,E4,0.346,04182026,Δalr1,Δalr1,None,TSB
2,E5,0.353,04182026,Δalr1_EV,Δalr1,EV,TSB
2,E6,0.386,04182026,Δalr1_alr1,Δalr1,alr1,TSB
2,F1,0.118,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
2,F2,0.116,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
2,F3,0.386,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
2,F4,0.371,04182026,Δalr1,Δalr1,None,TSB
2,F5,0.408,04182026,Δalr1_EV,Δalr1,EV,TSB
2,F6,0.344,04182026,Δalr1_alr1,Δalr1,alr1,TSB
2,G1,0.086,04182026,NB,NB,None,CDM19 - ala
2,G2,0.116,04182026,Parent,Parent,None,CDM19 - ala
2,G3,0.117,04182026,Parent_EV,Parent,EV,CDM19 - ala
2,G4,0.119,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
2,G5,0.121,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
2,G6,0.12,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
2,G7,0.117,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
2,G8,0.116,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
2,G9,0.111,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
2,G10,0.121,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
2,G11,0.115,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
2,G12,0.118,04182026,Δalr1,Δalr1,None,CDM19 - ala
2,H1,0.087,04182026,NB,NB,None,CDM19 - ala
2,H2,0.118,04182026,Parent,Parent,None,CDM19 - ala
2,H3,0.121,04182026,Parent_EV,Parent,EV,CDM19 - ala
2,H4,0.12,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
2,H5,0.125,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
2,H6,0.121,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
2,H7,0.117,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
2,H8,0.114,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
2,H9,0.112,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
2,H10,0.114,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
2,H11,0.114,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
2,H12,0.119,04182026,Δalr1,Δalr1,None,CDM19 - ala
3,A1,0.09,04182026,NB,NB,None,CDM20
3,A2,0.164,04182026,Parent,Parent,None,CDM20
3,A3,0.167,04182026,Parent_EV,Parent,EV,CDM20
3,A4,0.161,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
3,A5,0.178,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
3,A6,0.174,04182026,Parent_alr1,Parent,alr1,CDM20
3,A7,0.185,04182026,dat::Tn,dat::Tn,None,CDM20
3,A8,0.173,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
3,A9,0.155,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
3,A10,0.148,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
3,A11,0.167,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
3,A12,0.147,04182026,Δalr1,Δalr1,None,CDM20
3,B1,0.087,04182026,NB,NB,None,CDM20
3,B2,0.16,04182026,Parent,Parent,None,CDM20
3,B3,0.167,04182026,Parent_EV,Parent,EV,CDM20
3,B4,0.166,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
3,B5,0.174,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
3,B6,0.158,04182026,Parent_alr1,Parent,alr1,CDM20
3,B7,0.184,04182026,dat::Tn,dat::Tn,None,CDM20
3,B8,0.168,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
3,B9,0.152,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
3,B10,0.15,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
3,B11,0.159,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
3,B12,0.144,04182026,Δalr1,Δalr1,None,CDM20
3,C1,0.175,04182026,Δalr1_EV,Δalr1,EV,CDM20
3,C2,0.177,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
3,C3,0.092,04182026,NB,NB,None,TSB
3,C4,0.711,04182026,Parent,Parent,None,TSB
3,C5,0.682,04182026,Parent_EV,Parent,EV,TSB
3,C6,0.628,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
3,C7,0.672,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
3,C8,0.623,04182026,Parent_alr1,Parent,alr1,TSB
3,C9,0.658,04182026,dat::Tn,dat::Tn,None,TSB
3,C10,0.612,04182026,dat::Tn_EV,dat::Tn,EV,TSB
3,C11,0.595,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
3,C12,0.569,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
3,D1,0.173,04182026,Δalr1_EV,Δalr1,EV,CDM20
3,D2,0.165,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
3,D3,0.092,04182026,NB,NB,None,TSB
3,D4,0.755,04182026,Parent,Parent,None,TSB
3,D5,0.691,04182026,Parent_EV,Parent,EV,TSB
3,D6,0.665,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
3,D7,0.688,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
3,D8,0.653,04182026,Parent_alr1,Parent,alr1,TSB
3,D9,0.695,04182026,dat::Tn,dat::Tn,None,TSB
3,D10,0.641,04182026,dat::Tn_EV,dat::Tn,EV,TSB
3,D11,0.603,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
3,D12,0.564,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
3,E1,0.127,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
3,E2,0.119,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
3,E3,0.707,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
3,E4,0.652,04182026,Δalr1,Δalr1,None,TSB
3,E5,0.68,04182026,Δalr1_EV,Δalr1,EV,TSB
3,E6,0.731,04182026,Δalr1_alr1,Δalr1,alr1,TSB
3,F1,0.125,04182026,Δalr1_EV,Δalr1,EV,CDM19 - ala
3,F2,0.121,04182026,Δalr1_alr1,Δalr1,alr1,CDM19 - ala
3,F3,0.731,04182026,dat::Tn_alr1,dat::Tn,alr1,TSB
3,F4,0.65,04182026,Δalr1,Δalr1,None,TSB
3,F5,0.74,04182026,Δalr1_EV,Δalr1,EV,TSB
3,F6,0.708,04182026,Δalr1_alr1,Δalr1,alr1,TSB
3,G1,0.087,04182026,NB,NB,None,CDM19 - ala
3,G2,0.122,04182026,Parent,Parent,None,CDM19 - ala
3,G3,0.126,04182026,Parent_EV,Parent,EV,CDM19 - ala
3,G4,0.127,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
3,G5,0.139,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
3,G6,0.13,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
3,G7,0.123,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
3,G8,0.124,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
3,G9,0.116,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
3,G10,0.137,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
3,G11,0.12,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
3,G12,0.126,04182026,Δalr1,Δalr1,None,CDM19 - ala
3,H1,0.087,04182026,NB,NB,None,CDM19 - ala
3,H2,0.127,04182026,Parent,Parent,None,CDM19 - ala
3,H3,0.13,04182026,Parent_EV,Parent,EV,CDM19 - ala
3,H4,0.129,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM19 - ala
3,H5,0.15,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM19 - ala
3,H6,0.15,04182026,Parent_alr1,Parent,alr1,CDM19 - ala
3,H7,0.125,04182026,dat::Tn,dat::Tn,None,CDM19 - ala
3,H8,0.119,04182026,dat::Tn_EV,dat::Tn,EV,CDM19 - ala
3,H9,0.116,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM19 - ala
3,H10,0.123,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM19 - ala
3,H11,0.119,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM19 - ala
3,H12,0.129,04182026,Δalr1,Δalr1,None,CDM19 - ala
4,A1,0.089,04182026,NB,NB,None,CDM20
4,A2,0.254,04182026,Parent,Parent,None,CDM20
4,A3,0.247,04182026,Parent_EV,Parent,EV,CDM20
4,A4,0.243,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
4,A5,0.277,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
4,A6,0.256,04182026,Parent_alr1,Parent,alr1,CDM20
4,A7,0.275,04182026,dat::Tn,dat::Tn,None,CDM20
4,A8,0.269,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
4,A9,0.242,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
4,A10,0.214,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
4,A11,0.247,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
4,A12,0.2,04182026,Δalr1,Δalr1,None,CDM20
4,B1,0.087,04182026,NB,NB,None,CDM20
4,B2,0.242,04182026,Parent,Parent,None,CDM20
4,B3,0.245,04182026,Parent_EV,Parent,EV,CDM20
4,B4,0.245,04182026,Parent_Pdat dat,Parent,Pdat dat,CDM20
4,B5,0.258,04182026,Parent_PpepV dat,Parent,PpepV dat,CDM20
4,B6,0.247,04182026,Parent_alr1,Parent,alr1,CDM20
4,B7,0.279,04182026,dat::Tn,dat::Tn,None,CDM20
4,B8,0.26,04182026,dat::Tn_EV,dat::Tn,EV,CDM20
4,B9,0.231,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,CDM20
4,B10,0.218,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,CDM20
4,B11,0.249,04182026,dat::Tn_alr1,dat::Tn,alr1,CDM20
4,B12,0.186,04182026,Δalr1,Δalr1,None,CDM20
4,C1,0.28,04182026,Δalr1_EV,Δalr1,EV,CDM20
4,C2,0.312,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
4,C3,0.092,04182026,NB,NB,None,TSB
4,C4,0.987,04182026,Parent,Parent,None,TSB
4,C5,0.973,04182026,Parent_EV,Parent,EV,TSB
4,C6,0.91,04182026,Parent_Pdat dat,Parent,Pdat dat,TSB
4,C7,0.943,04182026,Parent_PpepV dat,Parent,PpepV dat,TSB
4,C8,0.863,04182026,Parent_alr1,Parent,alr1,TSB
4,C9,0.913,04182026,dat::Tn,dat::Tn,None,TSB
4,C10,0.866,04182026,dat::Tn_EV,dat::Tn,EV,TSB
4,C11,0.868,04182026,dat::Tn_Pdat dat,dat::Tn,Pdat dat,TSB
4,C12,0.778,04182026,dat::Tn_PpepV dat,dat::Tn,PpepV dat,TSB
4,D1,0.261,04182026,Δalr1_EV,Δalr1,EV,CDM20
4,D2,0.268,04182026,Δalr1_alr1,Δalr1,alr1,CDM20
4,D3,0.092,04182026,NB,NB,None,TSB
